ABC,nAcid,nBase,VE1_A,VE3_A,VR1_A,nAromAtom,nS,AATS0dv,AATS0s,AATS0i,AATS1i,AATS5i,AATS6i,AATS7i,AATS8i,ATSC2c,ATSC4dv,ATSC5dv,ATSC6dv,ATSC8dv,ATSC3d,ATSC4d,ATSC5d,ATSC6d,ATSC8d,ATSC1Z,ATSC2Z,ATSC3Z,ATSC4Z,ATSC5Z,ATSC8Z,ATSC3v,ATSC5v,ATSC8v,ATSC5p,ATSC6p,ATSC1i,ATSC4i,ATSC5i,ATSC8i,AATSC1dv,AATSC2s,AATSC4s,AATSC8s,AATSC5Z,AATSC2v,AATSC2i,GATS6d,GATS8d,GATS4s,GATS5s,BCUTs-1l,NaaaC,NaaNH,NaaN,NsssN,NsOH,NsSH,NssS,MAXssCH2,MAXsssCH,MAXsNH2,MAXssNH,MAXdO,MINssCH2,MINsNH2,MINsOH,ETA_beta_ns_d,SIC4,PEOE_VSA6,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,VSA_EState6,VSA_EState7,MDEC-22,MDEO-11,MDEN-12,MDEN-22,1mer_a,1mer_f,1mer_g,1mer_i,1mer_k,1mer_v,2mer_kk,2mer_kl,2mer_lk,2mer_ll,label,HC50
86.4402591780744,1.0,9.0,5.189806373127255,4.106285230602949,65701.84685731688,9.0,0.0,6.023809523809524,5.261022927689594,169.3634318085858,153.25015696629856,166.77449877528431,166.3023978646852,165.36007311077893,166.56855817212545,1.0903424989857684,-7.08490803728901,8.698160745779788,-431.37188208616783,152.1022927689594,19.282816830435866,8.769447593852346,-9.682602670697925,-19.524518140589585,-8.766093474426816,-24.79843789367589,154.88384983623095,82.1630133534896,190.4230284706476,233.53943058704976,116.03880070546742,-570.3760144499834,535.7373980231725,-1284.3170490811879,1.117634470713572,3.584160190450959,-29.569035484186674,-37.146338950392504,-23.95974216719933,-50.559521864599795,1.0640356463378593,0.21282359013697638,-0.24098737020221644,0.2932855214128833,0.30095287446784763,-3.567265818730889,-0.17049403806080968,1.252250558974644,1.0795334425880376,1.2497086907108796,1.14820806823644,1.194010285560439,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.4734402787045733,-0.0001536762569120942,5.9159873818686215,2.791520270886193,15.131170794564586,-1.0275682102125532,5.472352050522505,9.983245024407232,0.0,0.8369243606503951,100.27811644814308,48.57048453840811,0.0,11.823646930541102,85.85220944298449,13.847474399381248,-10.407955397806552,4.441286976218611,0.0,8.383941363956376,6.799550566998078,8.904344174527337,0.07142857142857142,0.0,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0,596.7
112.80437975248552,1.0,4.0,5.365869796974764,4.407911315659945,6045040.254038731,6.0,3.0,5.687683715461493,5.042168368642992,167.89814542789546,150.86596538928185,166.5119053186012,164.504293693228,164.44816309006467,165.7717186820769,0.137185342293292,58.22180536309165,-92.45690997592476,-636.6531543944741,-23.227613396181653,25.43401006235829,17.423106221655345,-15.194391298185904,-48.018043154761855,-18.095778415532866,-38.38428287981867,53.38612528344668,172.06937358276633,730.0376629818595,310.32362528344663,-21.29978032879822,-1757.1812322709577,1496.0138324558388,-1036.8439130142972,9.104664006172122,2.1363945160639224,-47.28762269525248,-51.04163909501156,19.99347522868447,-19.234913325714366,1.1901706011074649,0.17799243787971122,-0.21147756548005625,0.23950626339531206,0.29667650600711915,-3.296463483183246,-0.23521804885013542,1.31929282194957,1.0820391064818984,1.296577946448553,1.28385097114477,0.627688596277032,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.6309967999541992,-0.16774027932820657,6.262495887288271,2.8748847442250636,14.990432868674743,-0.6788954197731676,5.698067551979822,9.621147584058132,0.0,0.7975817768671207,167.80074818259132,69.10369970477788,0.0,28.485441610782694,119.6724509221069,41.54242319814374,-15.685041461370007,4.686704258945485,0.0,12.180857982524287,3.136963560010895,8.959404168648037,0.0,0.05,0.05,0.1,0.15000000000000002,0.15000000000000002,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,1,7.0
161.1262048507339,1.0,14.0,11.405368523745828,5.534176456564783,11792.767389750212,0.0,0.0,4.8565965583174,4.556511578500106,169.5710898194961,152.45038795199486,166.64485646289577,166.79678173868564,165.39644050789556,164.6613912970952,0.4962076908910507,478.28319483491686,205.57451312292284,-1092.145593337452,-111.0641577309901,97.1576176566287,48.46753726295932,-18.228838624058167,-29.46455037674253,-76.1598660471102,-66.30426389889224,128.29043721141093,367.58062582029675,1430.1397913932344,962.6356985913743,-515.689396736726,-2210.2243415502053,2825.5179407240753,-7281.263347235649,2.524216001180719,9.96303227728868,-32.80177171632125,-26.51723762771263,-90.4645420893895,-193.09843994611077,0.9545170068821917,0.14380319976744482,-0.16827094208864263,0.24727260768806972,0.6061937648560292,-4.672423583214126,-0.23901967991324768,1.3636043628157615,1.2463304427600974,1.2573656203760355,1.224708979388309,1.2286461430950233,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6416265415751936,-0.09035128981186435,6.249999480188911,2.848932376900716,15.316746624846356,-0.05527837158260329,5.6849648068289635,10.036323754934829,0.0,0.524416199131999,186.43798881488226,128.5403672415068,0.0,0.0,124.62726959443118,55.38989759752498,-34.70720946952212,9.997959542954861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.52,0.48,0.0,1,0.3
63.15810605725664,1.0,1.0,4.972898437185072,3.755765059937158,599903.8493447402,0.0,0.0,5.680412371134021,5.2130584192439855,168.60807494316438,151.01194393263145,167.98045565265963,166.46793417716506,164.2082359125287,166.07395326687566,0.12732574014076348,138.9508980763099,-32.85970878945699,-521.3009884153471,-23.86332235094062,15.134445743437142,5.492082049101924,-9.164417047507706,-17.57189924540333,-36.85195026038899,-7.835051546391643,243.2414709320863,5.524604102455116,445.1880114783717,226.8825592517801,-134.61589967052825,-1871.467663643739,798.5423486496788,-2859.990207845829,2.3592442878517623,5.009304506718477,-36.56577622344579,-45.84777275484009,7.425387508929722,-65.70128927649661,1.2595387395047293,0.21217067909263104,-0.17818942875489704,0.34255395059370536,0.37876888022000016,-1.3883156942613333,-0.19728463434120208,1.2548541493954448,1.1060799046781902,1.1975764660585835,1.1490957437760587,1.1940104020200013,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.6559517920419212,0.007157070310061853,6.2124345799067235,2.839794194432869,14.278303621192924,-0.9249962806662682,6.2124345799067235,9.615285636816658,0.0,0.7596428608660009,130.042260063828,38.524929737556064,0.0,4.899909730850478,48.46616039783436,62.3136347972156,-11.62195177392785,3.0207124611206018,7.510385115251383,7.110509309057676,0.6206777441807464,4.801137465062963,0.0,0.0,0.16666666666666666,0.25,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0,180.0
102.46892829250798,1.0,11.0,8.341230460753515,4.76738554013284,5796.268554328887,0.0,2.0,5.956549623216289,5.479342093282423,170.13325979805938,154.09957835764584,167.4608409729108,165.46692991119588,166.25894087217682,167.66846634399715,1.158547684621288,-149.63593885671807,-160.9044183329899,-522.255952641234,138.31955714639702,15.273570585258891,10.911831674818691,-14.058325602968463,-43.76019354022603,-1.7590866925282551,-112.5882948220609,121.29448473604317,199.21234609546298,322.5635014336314,-8.931354359925669,-41.49030190588634,-1088.5512464688086,501.5397935024885,-66.87312081024412,6.062008887291768,0.7970505839668693,-42.993752755248146,-8.715342441138215,19.70295442978556,1.0392244178673025,1.1003965349326823,0.21927315915827253,-0.24185662153245233,0.2918546393617592,-0.009552250652326918,-4.101728588964243,-0.21590423163807218,1.3509182691674424,1.0608864677284613,1.2199617794914956,1.2620809716357504,1.1919316507184556,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.46709372715520514,-0.4630881610684272,5.8663405151250245,2.709860600460014,14.552855001729416,-1.041814498079551,5.5277677123982345,9.559225750378754,0.0,0.6813019995292725,110.77979519504994,38.524929737556064,0.0,0.0,110.77979519504994,0.0,-23.03390379356809,2.8709765827482334,0.0,11.66055533433861,9.139910428503981,12.518851861610601,0.0,0.0,0.10526315789473684,0.0,0.21052631578947367,0.42105263157894735,0.0,0.0,0.0,0.0,0,590.0
88.97062914989732,2.0,5.0,7.6385085146958005,4.534638315270065,25901.295113846038,6.0,0.0,5.888059701492537,5.3910655058043115,168.91897178155918,152.2259733710445,167.03469351950997,165.94456796662266,165.3536381792103,165.86559937713244,0.525211134281381,120.23902873691253,106.72844731566049,-553.3980842058367,73.6422365783025,29.566997104032062,12.022944976609478,-10.854254845177122,-21.338494096680805,-21.845901091557153,-34.671641791044706,166.2624192470484,110.52082869235907,386.2241033637781,486.0717308977503,78.71686344397436,-1061.0929270562624,1528.5456498364833,-1288.0157026399725,3.7353162471027415,3.452964436442591,-26.24036090984313,-33.48357499184864,-15.708378435296956,-41.81710488961011,1.0869904210291825,0.2283403928758292,-0.22525183833124895,0.3138395674443692,0.59349417692033,-3.964333514655956,-0.2287408749719346,1.3079303957886532,1.1323480800119476,1.1719950947386548,1.110518047959805,1.1939728021540121,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.43310617896004033,-0.05764685522590485,5.899774652535135,2.77380881063561,14.779085683667263,-0.9877219583987138,5.534999264794288,9.519415331819179,0.0,0.7844339930880928,140.1057993838288,56.930024475105085,0.0,0.0,113.41668173859551,13.847474399381248,-9.343327901564832,2.688685803085932,0.0,10.557028817082026,4.668657412327541,8.444003030074214,0.0,0.0625,0.1875,0.125,0.25,0.125,0.13333333333333333,0.0,0.06666666666666667,0.0,1,22.0
82.6693666457764,1.0,1.0,6.563295252339384,4.2793880746831094,8411.2560163364,28.0,0.0,7.0,5.623725790010194,166.86706048109585,151.0603974579321,165.72553770835717,165.71021851494376,165.08923257614828,164.01594828947617,0.42503936763514366,13.57158488342735,276.5200740678395,-295.36091238111254,143.83881828128943,7.514687315882499,7.386162780910693,-9.477653396178777,-9.788822489689421,-15.268748421850013,-4.378419324972606,102.46881575624938,-204.51712818786294,1.3789243329685723,583.6852116825181,0.9397357124820771,-2214.4637948187446,1211.6068743571914,-2508.290841895745,0.18100650618117778,-0.7797283031302137,-26.7670401182631,-35.021915084870706,-43.90051914188062,-92.72887982323442,1.0068498344316876,0.18202626138896752,-0.287655753374578,0.29231257174686526,0.8911224605839971,-3.8284612052820317,-0.19629384411973877,1.162203999388902,1.096425287977935,1.265868552134425,1.0306462189614114,1.193361586630745,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.32436342179865396,-0.1404807605221725,6.264058976586067,2.7263873415548856,14.577605083011669,-1.0102026338179053,5.507932895664796,10.126757336004541,0.0,0.8574741556384783,159.22704687030122,29.66247422409447,5.563451491696996,31.97206449244586,126.47156215660632,19.913841467842857,9.487282750427735,5.07379236410035,0.0,8.533492067122523,1.9683191149802788,10.505463474642815,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,1,50.0
157.96960832676425,2.0,20.0,6.515217224964388,4.93284762501791,129917812.72777674,27.0,0.0,6.758620689655173,5.690932311621966,170.07414458440408,154.88043218301948,167.4029060806936,166.96323575688794,166.28045646016108,166.37058447125963,3.4699186323703315,-140.83010701545788,338.9652318668251,-532.6154577883474,408.5904875148632,18.585149953758766,17.102137666798797,-1.1253851235301717,-0.47189853349185473,-37.700066058924556,-60.342021403091536,192.74030915576697,-282.0832342449463,-195.67148632580256,880.0824732461355,663.2042806183116,-1822.8692652930165,2394.405770619335,-1119.4120439758904,4.315880131131713,3.1984185690864355,-77.16870661823813,-82.30108731709919,-51.8043579170792,-74.97783312334236,0.9789239949187291,0.2697125759254178,-0.3238860656128313,0.3922009592777752,0.6572684639627598,-4.962028518466977,-0.14373967633534884,1.1714017298747488,1.1360085708673509,1.2442366843737127,1.0512449232511445,1.193361586373758,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.41449989180552915,-0.33946792329940334,6.353558711248498,2.7690849057915488,15.203264136566986,-1.117934350994922,5.3862158652625105,10.043087696434947,0.0,0.7908258562267815,169.43180357260772,23.372129104319928,19.410925891078243,37.572490939132855,130.75841281275137,12.990104268152233,-16.766572472671374,5.306158796020435,0.0,0.0,0.0,0.0,0.08,0.08,0.12,0.16,0.04,0.0,0.0,0.0,0.0,0.0,1,50.1
149.48897543558996,3.0,6.0,4.717446694064003,4.5668025994314245,201765140.7631152,9.0,3.0,6.5679012345679,5.979949934261787,168.85670438543124,152.6813799417679,166.3932831270178,165.80269943614869,166.22041679596444,166.0643388519496,0.7679540980254609,-17.542267964532023,208.25608926975124,-700.100465133081,172.70823992391388,32.73510786968298,9.646038955367297,-24.515569045331464,-38.66828980697001,-28.05980871691851,-107.76380033190638,83.62315486068681,138.83590269892576,383.4230500480393,733.2937156083507,169.79118263603823,-901.8872858878572,1080.0801445221382,-2365.1484689145323,2.9110227732564744,-2.337804893969683,-54.10141526247026,-20.966109132452925,-58.202927028869205,-109.25838891154454,1.1349056460832354,0.22271054403512533,-0.25219924440476393,0.3418710237729247,0.5584872167618817,-4.256207496859553,-0.28381912757445193,1.2396444855597786,1.101954613569706,1.1926848117757038,1.052127306980062,0.627673433371824,2.0,1.0,0.0,0.0,7.0,2.0,1.0,0.3399615988214717,-0.1337033746185008,5.895311176351468,2.661429927916509,15.124748558426132,-1.1779091965336894,5.48304542961004,9.339681345724792,0.0,0.8027374162144678,127.97306524690556,35.72884129255608,27.694948798762496,59.50115171914793,99.75860945426406,0.0,-33.499064921172014,-2.694274759966401,0.0,0.0,6.410604645761435,0.0,0.10714285714285714,0.0,0.10714285714285714,0.07142857142857142,0.17857142857142855,0.07142857142857142,0.0,0.037037037037037035,0.037037037037037035,0.0,0,101.0
73.23594047883077,1.0,4.0,4.874471657780989,3.8765464778259675,1060267.9292473283,6.0,0.0,6.018604651162791,5.333333333333333,168.53057739967616,151.69788979873007,167.0968606092068,166.44104533478196,165.20041141782994,166.31588966649693,0.5974485129123426,66.59028664142785,-65.5452893455922,-519.8177609518659,57.73414818820985,13.481946998377497,-0.7714223904813444,-15.623169280692277,-15.749724175229856,-27.936376419686315,-11.90089778258531,212.77005949161682,-69.42621957815048,383.957728501893,145.9291292590587,39.459729583558534,-2015.4931427844924,42.79429985162878,-1627.0852316835403,-0.7889031040801382,2.4415944861149432,-33.37919310139417,-38.04032579442394,-16.378924275832894,-34.87641354856693,1.1612253870961284,0.22455941999163567,-0.20090846105725954,0.3556461245930745,0.2231332251667564,-2.3233559795267764,-0.16763786773681374,1.2069821040836937,1.1049127953268383,1.2081256063271617,1.148798847790929,1.1940201565445916,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.47667571665531216,-0.022443014846809772,6.298057064278456,2.834885727192368,14.306533629102557,-0.9494548786884125,5.485647089911333,9.677467866630145,0.0,0.8281112391641597,140.10579938382884,19.26246486877803,5.563451491696996,4.899909730850478,69.23737199690622,58.02678414107054,-4.192769785193209,2.4230582835253407,16.374951594863308,7.7233798820003186,2.6875194879618043,6.426806751532561,0.0,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0,120.0
