Variable,Mean_0,Median_0,Q1_0,Q3_0,Shapiro_p_0,Mode_0,Mean_1,Median_1,Q1_1,Q3_1,Shapiro_p_1,Mode_1,Levene_p
GATS8are,0.9986337958188103,0.993374283043509,0.9565182717997487,1.028974959758489,3.74545681251805e-11,0.9675659458846301,0.9868785905120386,0.982108375028767,0.950838062496438,1.0159950871014924,1.0758486917578466e-09,0.8790848048523462,0.022027736272359766
GATS1p,1.2998667029182245,1.3111683193793762,1.2572182910668324,1.3579765854475132,1.3394650843830201e-14,1.3408390410571098,1.290375160495989,1.294945120452599,1.2367039691775306,1.3482649847628079,1.915763277963462e-06,1.4439063865771553,0.6081491010287636
GATS1i,1.5691930708054735,1.5811218937805285,1.5318035368157432,1.6254599465578452,1.6403402084211066e-16,1.5957659304650067,1.5609374461618488,1.572299080729974,1.5169662789764362,1.613539646774893,2.735363172270162e-10,1.6888949650074319,0.5123598783133159
GATS2i,1.4440356567604151,1.4528812822149373,1.413113731382476,1.4823564694998077,4.282664001760845e-15,1.4726251999417717,1.4302592134732697,1.4400818070947181,1.399099126420388,1.4652990403021033,2.744259231646838e-11,1.477958393833145,0.14760432645555446
BCUTdv-1l,0.8746269858474035,0.9871316710538938,0.6269304011295814,0.9871316710688186,7.658096208544817e-38,0.987131671053889,0.8407941131243623,0.9871316710538889,0.6265851743504325,0.9871316710687958,8.655871340923544e-37,0.9871316710687936,0.006106334709952235
BCUTs-1l,1.0741071943531346,1.1940099517323877,1.191754732874056,1.1954110514970036,4.0342039751205473e-41,0.6270976942483305,1.106308588736734,1.1939721875173637,1.1917390969000854,1.19401873390885,1.235123262334959e-42,0.6270976942483326,0.003321704465156129
BCUTZ-1h,10.48266833697307,8.050704780949438,8.042500329529425,16.002224848699527,3.874202739843006e-40,8.037270390606002,10.94595200869112,8.05842729978111,8.045790513557918,16.002262250582294,8.649331504121322e-39,16.00226225058229,0.01406344751075229
BCUTm-1h,20.938350950489266,16.03470587959646,16.027603100341402,32.061109447902666,3.6008971810790405e-40,16.0260571593707,21.869983387885984,16.040686447061578,16.03034182954614,32.06162899646482,8.030720499461959e-39,32.06163548241096,0.01401257721098483
BCUTv-1h,21.989288619711296,20.92997264185581,20.906006018582453,24.43333696350752,1.2792225158788741e-39,20.79548372736246,22.198059100384608,20.941164062624125,20.91709743074542,24.43478560557476,2.4672340733447547e-38,20.814369030405427,0.01570525940733024
BCUTp-1h,2.2935258875946865,2.036474395035995,2.007691628162036,2.9116101129247856,8.27947678004198e-38,1.9204998523820636,2.350472876149453,2.0557888789452563,2.0205653522630165,2.9139317963621,1.3886852428387447e-36,1.9263151946505142,0.024373229466305463
BCUTi-1l,10.773815900645065,10.937032749347606,10.34584641652581,10.954425861108508,9.644752874956752e-37,10.345846416525807,10.73609563303963,10.937032744774477,10.345846417873055,10.954418240966673,6.499778908420999e-36,10.345846416525735,0.028432666347178594
BalabanJ,2.660703721169896,2.1466835388357355,1.4609313587055635,3.354553397920615,3.929330684348564e-30,2.0242855310918038,2.272938772799705,1.7039566366634098,1.2324977598454148,2.455956884652722,1.8797941917166062e-34,1.0604975814932438,0.015335661443635485
SpAbs_DzZ,6412.971554727623,4811.3606410672555,3495.2684216693597,8093.50597325524,1.9884844336259685e-30,1913.8607173762243,7648.41256988065,6398.227217927057,4014.8052166114676,10223.067891260673,2.2490767038365058e-23,2271.362544853815,0.000825101599436545
SpMax_DzZ,3211.3423379701635,2410.7160348193424,1751.4465199922508,4052.9811350026175,2.0130900255830294e-30,959.5375015452552,3829.607265312173,3203.5421803920985,2011.2785547764902,5117.337517058908,2.2792500825108746e-23,1138.484843855479,0.0008262942851288034
SpDiam_DzZ,4886.267168589718,3623.4131502302716,2613.4573357041254,6183.235042980972,1.2338413435362816e-30,1449.57291826817,5861.8156438426795,4859.332217092066,3003.7535132687235,7889.575012515387,1.5508722599703086e-23,1718.8746642973338,0.0006485995392958042
SpAD_DzZ,6422.605186449261,4821.265599744942,3502.761452104617,8105.914958452138,2.013160965276204e-30,1918.9413034568106,7659.121408392279,6406.972245051828,4022.611689200504,10234.55756690874,2.2786993889707866e-23,2276.839289039862,0.0008264874304701862
SpMAD_DzZ,39.807134163948795,36.14230907341015,30.588763732259522,46.775937991459074,3.854914634441958e-24,24.60181158277962,43.686707451043674,42.321878600570585,32.37258082225904,52.429217658728106,1.4967581505902614e-17,26.076853268189293,0.002934488166322838
LogEE_DzZ,3211.3423379701635,2410.7160348193424,1751.4465199922508,4052.9811350026175,2.0130900255830294e-30,959.5375015452552,3829.607265312173,3203.5421803920985,2011.2785547764902,5117.337517058908,2.2792500825108746e-23,1138.484843855479,0.0008262942851288034
SM1_DzZ,9.801756948132414,8.607142857142858,6.964285714285715,11.74107142857143,1.409812072190023e-23,5.928571428571429,10.869356149539463,10.214285714285715,7.678571428571431,13.035714285714288,1.1806350753671377e-19,6.000000000000001,0.002532841683269032
VE1_DzZ,11.86183062958024,11.4580858306593,10.47039733698002,13.15110294785799,3.175751715406768e-17,8.69986758726186,12.41161292465176,12.342515513461906,10.832630477104221,13.800232279661634,1.2761608860336538e-10,9.067959777839937,0.03983230221367168
VE3_DzZ,5.117046533213378,5.041385352296351,4.773354699926491,5.458505146357022,1.0924439300316276e-12,4.217431539385302,5.252538148315182,5.2667105604184234,4.875768005658673,5.600214911720189,1.176598992163021e-08,4.344813460516359,0.21372182282578456
VR1_DzZ,2010.9868202115308,1702.4219385314584,1285.2168165475978,2573.9021812522606,1.270782050212322e-26,726.0678287679685,2295.530812373538,2123.3675325837967,1440.867499712601,2960.870814076296,6.082267757051408e-19,822.3118664983165,0.0034277032046275938
VR2_DzZ,12.960644634938763,12.556359311074134,11.409721857673066,14.365939805275627,4.617059173590863e-16,9.308561907281648,13.561102124720694,13.52149840499815,11.84474861322976,15.018949824462506,3.1917640281529947e-09,9.67425725292137,0.08105467613347321
VR3_DzZ,10.162640005999089,10.046345642515444,9.587593460660628,10.735546501600723,2.0583064654330875e-12,8.641767172211267,10.388315303284148,10.414419278520047,9.76953117042482,10.972602466859188,2.0689499541198653e-08,8.852185886231597,0.2202148742257544
SpAbs_Dzm,6414.530695363333,4812.566589894227,3496.0867720478836,8095.512755492739,1.9881807867247538e-30,1914.3186992066817,7650.289364552914,6399.723794992509,4015.751708159344,10225.552625320961,2.2484750855794732e-23,2271.9075620562094,0.0008251111161599075
SpMax_Dzm,3212.108857098767,2411.3071944611097,1751.851098931082,4053.967822283479,2.01270960608277e-30,959.759209727925,3830.531589838622,3204.2783056967514,2011.7412321413458,5118.5639010125105,2.2785783990590239e-23,1138.7495240314793,0.000826291378009964
SpDiam_Dzm,4887.471707202504,3624.3068164951537,2614.085910096388,6184.757484720938,1.2337055407818935e-30,1449.9223070722946,5863.272083841411,4860.545747012242,3004.4515093411023,7891.54913984235,1.5505803230485227e-23,1719.2908115402151,0.0006485780181083032
SpAD_Dzm,6424.138918891492,4822.448309599444,3503.5709721264584,8107.889385759727,2.012781781512885e-30,1919.385093295615,7660.97066361958,6408.444803590957,4023.5386983919548,10237.010658380379,2.2780245728724163e-23,2277.3690135046622,0.0008264859232360144
SpMAD_Dzm,39.816541959943116,36.15081101994216,30.59560059860268,46.78729043364788,3.855309716731085e-24,24.607501196097626,43.6971670939274,42.331916056983225,32.379996530718564,52.44200382518726,1.49647672880081e-17,26.08270565475667,0.002934921858773473
LogEE_Dzm,3212.108857098767,2411.3071944611097,1751.851098931082,4053.967822283479,2.01270960608277e-30,959.759209727925,3830.531589838622,3204.2783056967514,2011.7412321413458,5118.5639010125105,2.2785783990590239e-23,1138.7495240314793,0.000826291378009964
SM1_Dzm,9.775911679509306,8.583989754874782,6.945237702329626,11.710060031908245,1.4063814733307394e-23,5.9122211415789,10.841406028600652,10.194688715847729,7.657958061230833,13.004129065272853,1.1606687644704484e-19,5.983251764329726,0.002486819231695717
VE1_Dzm,11.861834344189273,11.458091730662133,10.470403977157943,13.151103383800098,3.1755447630124403e-17,8.699877547551894,12.411616275212355,12.342520596775408,10.832636775203138,13.800235843802028,1.2761146386470316e-10,9.067967808073652,0.03983097191278976
VE3_Dzm,5.117046888613864,5.041385867216679,4.773355334112111,5.45850517954646,1.0924196060756227e-12,4.217432684262995,5.252538454807533,5.266710972272267,4.875768587036463,5.600215169977863,1.1765930723524334e-08,4.344814346077207,0.21371983152465163
VR1_Dzm,2010.9846842789743,1702.4222508860155,1285.2142639887916,2573.9001174187806,1.2708166322504248e-26,726.0652399402084,2295.5286381001793,2123.363914287232,1440.8655438353046,2960.868973418739,6.082271505482584e-19,822.3092776412301,0.0034277994162710047
VR2_Dzm,12.960627444620062,12.556332144012465,11.409692512039767,14.365922450836672,4.61782218450159e-16,9.308528717182158,13.561086400820498,13.52148868767692,11.844710624799335,15.018938871914886,3.19200902165836e-09,9.674226795779177,0.08106393616000174
VR3_Dzm,10.16263853903749,10.04634373526305,9.587591903539218,10.735546704749371,2.0583837006186645e-12,8.641763606659573,10.388314023705588,10.414417574481725,9.769530247753618,10.972601889416001,2.068973606935477e-08,8.852182737959916,0.2202194972634063
SpAbs_Dzv,8416.966264756367,6282.214129111973,4529.113936635552,10657.406571837168,1.704572061642704e-30,2494.3595750666314,10062.948559899864,8333.87878448896,5224.7967103640385,13417.906862428827,1.7450618668587687e-23,2963.7273357752983,0.0008651818678853197
SpMax_Dzv,4199.7351067729005,3132.925742068842,2258.011942589508,5318.709691628837,1.6753873429610186e-30,1242.4708784174484,5022.033649712241,4158.239247890061,2605.2945113543265,6698.13848708049,1.718697377246553e-23,1476.7955992186317,0.0008601015496447779
SpDiam_Dzv,6441.8379464519185,4774.159255299767,3399.571881097454,8169.530727154553,1.1073699259412223e-30,1897.8048808804656,7743.239496838302,6370.938145140849,3930.631280698036,10438.694454381159,1.2948142863274707e-23,2253.2822496504773,0.000651136141249651
SpAD_Dzv,8400.500610964775,6267.409831278092,4517.581541386991,10639.095545051838,1.6771299743014148e-30,2485.183239353659,10045.298270421541,8319.093568071625,5212.57149075359,13397.78998224821,1.7232620297710538e-23,2953.826922561404,0.0008580605530803169
SpMAD_Dzv,51.935756237331205,47.066851303469775,39.28265137664477,61.38980839729818,4.302894339462874e-24,31.861323581457164,57.17908681094702,55.18055916602369,41.86107291826368,68.97217606979635,1.314100214712114e-17,33.56142597133821,0.0033940839634265317
LogEE_Dzv,4199.7351067729005,3132.925742068842,2258.011942589508,5318.709691628837,1.6753873429610186e-30,1242.4708784174484,5022.033649712241,4158.239247890061,2605.2945113543265,6698.13848708049,1.718697377246553e-23,1476.7955992186317,0.0008601015496447779
SM1_Dzv,-17.496051210565728,-15.564656018173249,-21.23145158752159,-12.690734363982388,7.173179490042041e-23,-11.014441372950648,-18.881260475377964,-17.6410590827357,-23.06620386595366,-13.888363027141509,5.860588787220906e-17,-10.854456444336414,0.0908990491080258
VE1_Dzv,11.863275251966678,11.458959985393022,10.47298734632449,13.149548353165482,2.946288117717097e-17,8.706581377540777,12.412990190263473,12.345046088730944,10.835818786625207,13.802392956191385,1.232328952282875e-10,9.073285044780144,0.038631011339825355
VE3_Dzv,5.11720087729392,5.041706772934582,4.773602033771145,5.458386970730805,1.0645976891757651e-12,4.2182029535462755,5.252676018091964,5.266915568536979,4.8761091425931715,5.600371459438035,1.1701238875270776e-08,4.34540055000721,0.21180147152896314
VR1_Dzv,2009.0156490435793,1703.2155942769066,1282.7477031626713,2571.7507107355955,1.3148284119958862e-26,723.3874764684022,2293.4903784283383,2120.1494319403832,1439.4578873475639,2958.8647117263463,6.13538538864576e-19,819.61205207354,0.0035217889345765486
VR2_Dzv,12.944811690606482,12.539136093251567,11.382001120186032,14.354580590863057,5.589089375830446e-16,9.274198416261566,13.546384131796305,13.511578342349708,11.822734312277325,15.006379613189871,3.5549330534601622e-09,9.64249473027694,0.08997743500572394
VR3_Dzv,10.161284755826356,10.044466665348954,9.585864796346478,10.735799626328994,2.1477706617475587e-12,8.638068741021115,10.387114788297472,10.412902564300577,9.768785767487392,10.972199543679427,2.107845793174838e-08,8.848897284576644,0.22480469957521088
SpAbs_Dzse,6426.861357632266,4826.760969779395,3500.971402005589,8113.249815538371,1.9951788128214138e-30,1917.013633001748,7665.398031367879,6408.8621656318865,4028.667676563685,10240.811518707684,2.2597875742779698e-23,2275.1362898156885,0.0008204935366773111
SpMax_Dzse,3218.1239718744205,2417.814323810057,1754.3176678431682,4062.5971499660654,2.0191344811264274e-30,961.0878580610788,3837.806286744567,3208.809581225146,2018.0596808082942,5126.144910039703,2.283126775340801e-23,1140.3435653647155,0.0008238341854731147
SpDiam_Dzse,4896.250355496929,3632.506222491368,2617.9509576349174,6196.170842333061,1.236092222429199e-30,1452.049744904792,5873.8944753885135,4873.478977572254,3010.859451301961,7904.472790256446,1.551701003618192e-23,1721.8327150905502,0.0006436302222888702
SpAD_Dzse,6436.122848004557,4835.482074432664,3508.5052153639244,8125.057801190749,2.019084261929769e-30,1922.043355016506,7675.487963248496,6417.508314389299,4035.9961001193087,10252.173655149416,2.2831567192220615e-23,2280.558041405856,0.0008238135477553577
SpMAD_Dzse,39.890783806437284,36.203021815748635,30.63733962865814,46.88518530264547,3.7476468060352896e-24,24.64158147457059,43.77966595229092,42.393706477649445,32.42537039943856,52.5676869116258,1.4780022019148417e-17,26.11786879988815,0.0029502603483770253
LogEE_Dzse,3218.1239718744205,2417.814323810057,1754.3176678431682,4062.5971499660654,2.0191344811264274e-30,961.0878580610788,3837.806286744567,3208.809581225146,2018.0596808082942,5126.144910039703,2.283126775340801e-23,1140.3435653647155,0.0008238341854731147
SM1_Dzse,9.386586116574701,8.304176653063573,6.7491454797394805,11.319600527136522,2.720775414302442e-23,7.02967146596365,10.214542121254457,9.546650654158263,7.4824916313051375,12.397304559099934,8.340099194734268e-18,5.939598707072202,0.05298940487158608
VE1_Dzse,11.86173571878212,11.45811688393622,10.470428948358464,13.150961410340795,3.165430765923529e-17,8.699921264784193,12.41159893479053,12.342539481996937,10.832661995366186,13.800251417392026,1.2802138279099358e-10,9.068003685254315,0.039790631204874596
VE3_Dzse,5.117038899928979,5.041388062455386,4.773357719040266,5.4584943803908335,1.0912200598292276e-12,4.217437709290327,5.252537171442,5.266712502365487,4.87577091484504,5.600216298444748,1.1775542455722175e-08,4.344818302543579,0.21367847187350467
VR1_Dzse,2011.1262686512557,1702.4146112809904,1285.202071645885,2574.042400779252,1.2738105263457469e-26,726.0413902447151,2295.6966569181113,2123.6819921017536,1441.0713969348267,2960.845959929096,6.094272969863785e-19,822.2857631310867,0.0034242551336633948
VR2_Dzse,12.96155336004304,12.561885360381307,11.410098180023095,14.369345354838456,4.634360964829617e-16,9.308222951855322,13.56207076040035,13.524862076332747,11.846439965297773,15.018917304577172,3.2106705018168615e-09,9.673950154483373,0.08043271703262998
VR3_Dzse,10.162710579443445,10.046326957442403,9.587574559779103,10.735543124578495,2.054523952912293e-12,8.641730758251613,10.388386103062809,10.414567362274052,9.769520102040069,10.972704239834501,2.0720266719294524e-08,8.85215414185016,0.22013719643873125
SpAbs_Dzpe,6338.003984693211,4758.69428252764,3454.045305609505,7999.333482009333,2.0197474871898222e-30,1891.676228437187,7558.208021501931,6323.2191344370085,3975.5630659183907,10097.874912018531,2.2992449134841828e-23,2244.7980954496106,0.000820643516848232
SpMax_Dzpe,3174.078268682492,2384.090141569819,1730.9714555893293,4006.092020227433,2.0465208094839476e-30,948.6162659933791,3784.611847537829,3166.372763362935,1991.799797188081,5055.1703201463515,2.3254292947685682e-23,1125.3871520699702,0.000824547605934702
SpDiam_Dzpe,4826.545981137132,3582.4041617917155,2581.750110141821,6108.048063549651,1.2460169440694552e-30,1432.1073238933259,5789.525901925039,4803.512297529678,2970.663376400924,7789.81644207295,1.569910822061413e-23,1698.011407033466,0.0006437927740184646
SpAD_Dzpe,6348.0211946248655,4768.023489741092,3461.80422396938,8012.037189328166,2.0464609618563487e-30,1897.0900626649743,7569.089256919734,6332.624939481708,3983.466688430699,10110.214496519882,2.3254605242670208e-23,2250.635322542491,0.0008245233642813822
SpMAD_Dzpe,39.35123801656105,35.713950807003904,30.244764828297058,46.23455737050551,3.713270630327802e-24,24.321667470063772,43.17867032615036,41.804886379997214,32.00021426350523,51.83303034755396,1.488116495723132e-17,25.78787761449756,0.002936595182969468
LogEE_Dzpe,3174.078268682492,2384.090141569819,1730.9714555893293,4006.092020227433,2.0465208094839476e-30,948.6162659933791,3784.611847537829,3166.372763362935,1991.799797188081,5055.1703201463515,2.3254292947685682e-23,1125.3871520699702,0.000824547605934702
SM1_Dzpe,10.152552671771936,8.979192166462669,7.299571603427173,12.29716187270502,3.833215639956519e-23,6.362224602203183,11.015673573726454,10.31418298653611,8.075734394124847,13.415697674418606,1.6760114130847884e-17,12.431839045287639,0.06506852927017254
VE1_Dzpe,11.861584999102657,11.45786536514731,10.470175093339554,13.151000123480163,3.1769303360301997e-17,8.699487507014204,12.411478361661807,12.34234570062026,10.832407479172693,13.800095912452171,1.283157769780229e-10,9.06764811613544,0.03986408798353382
VE3_Dzpe,5.117024015416398,5.041366111069127,4.773333473760308,5.458497320854118,1.092604479014213e-12,4.217387850381238,5.252525607589832,5.266696801958112,4.875747422501119,5.6002050304529005,1.1779852964659342e-08,4.344779090374883,0.213791170000809
VR1_Dzpe,2011.3625882620713,1702.4821445760329,1285.4863578957338,2574.2880325693977,1.2727407002679539e-26,726.2619491459759,2295.9432872325533,2124.018274186877,1441.2863835163205,2961.056186817029,6.095909965413117e-19,822.5033675047109,0.003418775610785885
VR2_Dzpe,12.96331532217197,12.564574433956567,11.412444140195927,14.37087028322573,4.591646213817205e-16,9.311050630076615,13.563733563214916,13.525015248863884,11.849352088429548,15.02021694791648,3.194834251662209e-09,9.676510205937776,0.07985920738040156
VR3_Dzpe,10.162856179838645,10.046482801935538,9.587733720640658,10.735574141051938,2.0490619104813037e-12,8.642034494939363,10.388517239891438,10.414725698345219,9.769613845811651,10.97278390634488,2.0704599309473275e-08,8.852418740358068,0.21985982702235646
SpAbs_Dzare,6232.802288730082,4677.657358882298,3399.5158172735228,7864.197010575193,2.04677508905108e-30,1861.3452681202998,7431.397121687333,6222.063780782131,3911.328165416856,9929.386421271636,2.3460386051015283e-23,2208.569734497123,0.0008206272908374848
SpMax_Dzare,3122.1015184040825,2344.124936182751,1704.1896210611444,3939.2961915923206,2.077870637967394e-30,933.7866405748081,3721.8746018261013,3116.3955479061897,1960.2477624984942,4971.706705284491,2.3765845792454416e-23,1107.6345647822989,0.0008252276905512546
SpDiam_Dzare,4744.536017634279,3522.3221391990774,2539.0998490447364,6004.368820479677,1.257239853858967e-30,1408.5299046329087,5690.301259097276,4720.959109369671,2923.248111302783,7655.148684372882,1.5918095548966127e-23,1669.879582073961,0.0006448865119868207
SpAD_Dzare,6244.051033118127,4688.07478949801,3408.2235984457557,7878.427879530064,2.077799217779389e-30,1867.413588507839,7443.598423756611,6232.655307014528,3920.33804542679,9943.271474952468,2.3766206970895894e-23,2215.1133296793078,0.0008251990380311803
SpMAD_Dzare,38.71410495180232,35.13748123812385,29.79062802016614,45.46179383220484,3.6809796134962186e-24,23.941199852664603,42.46945787776648,41.10762819529758,31.498436370323063,50.96547869686892,1.505485525941247e-17,25.395858640560064,0.002917006750294033
LogEE_Dzare,3122.1015184040825,2344.124936182751,1704.1896210611444,3939.2961915923206,2.077870637967394e-30,933.7866405748081,3721.8746018261013,3116.3955479061897,1960.2477624984942,4971.706705284491,2.3765845792454416e-23,1107.6345647822989,0.0008252276905512546
SM1_Dzare,11.400748078083828,10.121131445048782,8.199162401116798,13.837082058753976,4.41429512064023e-23,7.156351791530944,12.35208196486962,11.559867723455056,9.056305258259655,15.012563983248022,2.1546564123254415e-17,7.170777105630525,0.07212560705289572
VE1_Dzare,11.861356105151357,11.457501867876285,10.469788520565869,13.151004717210853,3.191255603949489e-17,8.698872561816898,12.411282166067434,12.34204497236796,10.832028842793935,13.799872583009417,1.28643081751667e-10,9.067146532454665,0.03995596882487872
VE3_Dzare,5.117001860022079,5.041334385872027,4.773296551576238,5.458497666634351,1.0943107959760802e-12,4.217317160362739,5.252507351008997,5.26667243609417,4.87571247089649,5.600188847636209,1.1784079137345661e-08,4.3447237731032375,0.2139309393556759
VR1_Dzare,2011.5992531544853,1702.5337629855615,1285.7673885059808,2574.527792007886,1.2710337001922941e-26,726.4999384428802,2296.1877971374297,2124.3649972071944,1441.5109313769908,2961.2679882013617,6.097132675759127e-19,822.7389261626697,0.0034122410040905403
VR2_Dzare,12.965115514429604,12.567230515962333,11.415149697936084,14.372291678845077,4.540222201296464e-16,9.314101774908721,13.565413569736224,13.524754222230396,11.852563798630126,15.021506305101276,3.1765043501493037e-09,9.679281484266703,0.07920687992661306
VR3_Dzare,10.163006170768424,10.046653920603939,9.587898243412651,10.735594999548084,2.043114928270455e-12,8.642362131974814,10.388650850310267,10.414888924212066,9.769712949208557,10.972858947216311,2.068677405284956e-08,8.852705091688174,0.2195308580541197
SpAbs_Dzp,9306.311191512987,6945.921581094104,4990.169880126812,11790.034513444612,1.6679628349645257e-30,2763.694484975853,11131.095810127923,9172.861411196905,5757.824948204622,14831.5517160706,1.6305229007071872e-23,3282.4665757869734,0.0008936990750857156
SpMax_Dzp,4634.190278004833,3456.460813217646,2480.83316608925,5873.50483577624,1.6136645401067726e-30,1371.162091728462,5545.016892135514,4568.612308409606,2863.8834274008823,7391.379534776052,1.5892183261334027e-23,1629.7478990927614,0.0008811591765971347
SpDiam_Dzp,7120.501638515565,5275.83292474066,3741.8789870696073,9037.978918717658,1.084095082201544e-30,2097.8078145322384,8562.845050513715,7041.634644252615,4337.714947975407,11547.865765073648,1.2315088343293823e-23,2490.798117345884,0.0006520270601411029
SpAD_Dzp,9270.719093186535,6914.572959765079,4962.643453590511,11750.919467146834,1.6168813677533392e-30,2742.8721399061274,11092.809917421278,9138.577912808236,5730.084500944531,14785.86831382826,1.5969782840496824e-23,3260.0300023157897,0.0008799620610921402
SpMAD_Dzp,57.28275503730626,51.928155914077564,43.131725640791714,67.80645889581243,4.567057006125192e-24,35.13936048209065,63.11271893526542,60.78552117726806,46.001168452073145,76.19840625100737,1.259479003020716e-17,36.96033856329993,0.003576216424375981
LogEE_Dzp,4634.190278004833,3456.460813217646,2480.83316608925,5873.50483577624,1.6136645401067726e-30,1371.162091728462,5545.016892135514,4568.612308409606,2863.8834274008823,7391.379534776052,1.5892183261334027e-23,1629.7478990927614,0.0008811591765971347
SM1_Dzp,-37.93063550332001,-33.47220584901382,-45.56982035506843,-27.212458665249095,2.6759850359084974e-23,-23.961210609839032,-41.06202585689274,-38.4595392396751,-50.088101063954525,-29.890863749716612,5.478847661111734e-18,-24.571253683971882,0.1093119611758895
VE1_Dzp,11.863561048930368,11.457590234076422,10.473136570143865,13.149145824452207,2.8801158565343355e-17,8.70836295825766,12.413334530356444,12.345714575629186,10.83597594561467,13.802489641500614,1.2163891487373264e-10,9.074628339204882,0.038371210406339416
VE3_Dzp,5.117232642387854,5.041797564804582,4.773616282291511,5.458356370297743,1.0565827860526954e-12,4.218407557211811,5.252710053631623,5.266969717285776,4.876200913809963,5.600410805417691,1.1673390415560531e-08,4.345548588450944,0.2112919770498971
VR1_Dzp,2009.4481389637438,1703.9431655995493,1283.1290398796673,2572.1458003493085,1.3375562042881802e-26,723.4042265816541,2293.9141146495917,2120.0434451194337,1439.9082634166057,2959.381923199669,6.165589047452295e-19,819.5466181285074,0.0035690402133881113
VR2_Dzp,12.947204860477308,12.543599248095033,11.382206051297317,14.356969550301017,5.98600811356824e-16,9.274413161303258,13.548631430426784,13.513632186883877,11.823774288410888,15.009262852467664,3.6570648598943727e-09,9.64172491915891,0.09343384268776539
VR3_Dzp,10.16144836193642,10.044429387888467,9.586066604166911,10.736410000030679,2.1787943762786855e-12,8.638091895858425,10.387267344498017,10.412852572791207,9.76913846083632,10.972460561188267,2.1181703735292446e-08,8.848817446125057,0.22632808993989215
SpAbs_Dzi,6073.6764389464615,4556.807489156965,3321.124878899702,7660.830798192982,2.1220212436631617e-30,1819.4771166330283,7238.452284485798,6068.385593931367,3815.3689913082535,9669.808728551434,2.4384450731537818e-23,2157.6445271001085,0.0008257400288659751
SpMax_Dzi,3041.815986526251,2282.9503728531554,1664.2907728811779,3836.5644254315957,2.1520437755329395e-30,912.3019951304085,3624.5787206027144,3038.965008228144,1911.5252871770167,4841.070918737854,2.4719813540436597e-23,1081.584892249616,0.0008301498570766751
SpDiam_Dzi,4615.7532004062605,3427.525376782647,2473.4579119978825,5841.350748025048,1.2844467919552774e-30,1372.9625158967526,5534.072613418158,4591.155466702325,2849.278230698709,7442.190828920915,1.6323714162613906e-23,1627.1097846307762,0.0006495730132364921
SpAD_Dzi,6083.499132124086,4565.750443945164,3328.4506623941825,7672.9862409831585,2.1519547002853372e-30,1824.4725319626687,7249.026735714308,6077.809200981289,3822.9186185038466,9682.017141985916,2.4719290125119243e-23,2163.0412901411128,0.0008301262716547133
SpMAD_Dzi,37.73402042621525,34.22894033585487,29.092980677527333,44.27033120738605,3.619537466920128e-24,23.39067348670088,41.373495521104225,40.03065016844193,30.73232583777044,49.614911661335334,1.508287859342141e-17,24.824143611594394,0.0029410334763929416
LogEE_Dzi,3041.815986526251,2282.9503728531554,1664.2907728811779,3836.5644254315957,2.1520437755329395e-30,912.3019951304085,3624.5787206027144,3038.965008228144,1911.5252871770167,4841.070918737854,2.4719813540436597e-23,1081.584892249616,0.0008301498570766751
SM1_Dzi,9.95553410604083,8.937577155269182,7.2751386832057765,12.17703388391044,1.3113855787083188e-22,6.2531215550762305,10.705156719631058,10.099152494996506,7.890044644098601,13.138541618890509,6.087994499102565e-16,5.92364117045989,0.08913420656228095
VE1_Dzi,11.861400402976573,11.45736583143228,10.469815204656939,13.151422926151675,3.213438843125487e-17,8.69860197526762,12.411383435872,12.34206805912525,10.831974333518009,13.799767872668326,1.2915658316892137e-10,9.066893758591325,0.04009614795210348
VE3_Dzi,5.117002566969969,5.041322512668499,4.773299099571594,5.458529459368515,1.0970457165271686e-12,4.217286053945687,5.252513141740735,5.266674306670379,4.875707452670808,5.600181259734599,1.1793648466197549e-08,4.3446958947199,0.2141450711333089
VR1_Dzi,2012.4673526415745,1703.051549166276,1286.6725062150883,2575.4763684289046,1.2719605656568558e-26,727.2365562489798,2297.0987423832494,2125.4034523481205,1442.3179386034294,2962.1331618209633,6.103358457046932e-19,823.4569870748069,0.0034040641049891502
VR2_Dzi,12.971326716483357,12.57449479274251,11.422864092663087,14.376557342776884,4.466194417558678e-16,9.32354559293564,13.571354123819704,13.527895372140245,11.860215336871716,15.026876583297872,3.1298708076004257e-09,9.68772925970361,0.07828027198384548
VR3_Dzi,10.163509441108925,10.047157036845302,9.58850969368163,10.735846571350557,2.0310896173159273e-12,8.643375545164663,10.389111694740402,10.415377635620192,9.770075743641147,10.973167133548522,2.0631388703180395e-08,8.853577479903821,0.21902143918410044
BertzCT,4848.700265892306,4405.505435845667,3321.2954732404014,6063.272905566791,4.4424617000736945e-21,2741.96599265929,5434.306810625317,5272.631370399815,3758.062051374985,6803.345355715757,3.267295207493192e-13,2372.628145538363,0.027259121110828052
nBonds,315.57496902106567,288.0,244.0,372.5,7.176948610511099e-22,216.0,343.28065739570167,336.0,263.0,405.0,2.801118447107937e-15,263.0,0.007229231041293209
nBondsO,150.64807930607188,138.0,114.0,182.0,1.0200002397233425e-21,103.0,165.1314791403287,160.0,123.0,200.0,5.2173272197961026e-14,114.0,0.008216902890274418
nBondsS,279.6456009913259,260.0,215.0,322.0,2.193401179924779e-21,234.0,302.921618204804,292.0,231.0,356.0,1.0385382358875865e-15,198.0,0.012792341432471316
