Variable,Mean_0,Median_0,Q1_0,Q3_0,Shapiro_p_0,Mode_0,Mean_1,Median_1,Q1_1,Q3_1,Shapiro_p_1,Mode_1,Levene_p
ATSC2c,1.0216194527056761,0.6610446620038225,0.3543467382653618,1.403281990234302,7.653929821969296e-31,-0.07761004131687452,1.073960049419154,0.73862758233939,0.3440400859461331,1.4552878174439312,4.222016765195333e-27,-0.0563538873697863,0.20203954263409785
ATSC3c,4.0260789979534755,3.7279756744964505,2.9930197717421003,5.070407789542914,3.937138706952289e-12,-1.2966576395413354,4.436270804847961,4.364011678126718,3.1504326306708403,5.707021681570489,8.685398006515794e-08,0.3775888813859848,0.00039606181353995173
ATSC4c,-6.653948412535265,-5.846744334421633,-8.048617302053188,-4.770905509924342,2.2527162680778952e-23,-15.015894118369065,-7.276479156459866,-6.810986805266814,-8.945643115785032,-5.082304515463615,5.1334847246632536e-18,-14.182820353444443,0.03532061301639536
ATSC5c,2.2781923538183295,1.971311533988156,1.6555539319299406,2.780552979006898,2.0534361406503947e-20,0.7568202761225317,2.4950504218693283,2.3402304799658706,1.8309556725898026,3.0279825496585744,2.7079807509487505e-16,0.9862739185758465,0.6065200329867377
ATSC6c,4.426289351003218,3.884249771433933,3.1056881696577276,5.363441581993898,5.309396526934647e-23,2.1087648727548043,4.8394181367767874,4.474633083081347,3.3457089305583976,5.954740784790591,6.7392456671140934e-18,2.1463686289458304,0.003780878428489671
ATSC7c,-6.292884129499394,-5.503244731993707,-7.772633181019851,-4.339858213307812,1.4033814453732964e-23,-14.677995343523333,-6.921371412412129,-6.515103460818322,-8.671495876371974,-4.767110890406812,2.338080006252627e-18,-14.013761664540652,0.1433021312780894
ATSC8c,2.068751162212969,1.8347698142506534,1.3781009203129775,2.614331065146331,6.358797712815958e-19,0.34863059517470035,2.277536617256319,2.070764553296365,1.6440314729840704,2.8191957527756752,2.184410353176778e-18,0.5615325848443182,0.36871754805758583
ATSC0dv,1176.2198541447135,1049.75,879.2612942612941,1403.5419332094566,6.871528767204743e-23,899.1833333333332,1285.936264051848,1213.3154748039447,953.6144472084497,1545.1271907723453,1.8513899759617328e-16,760.5418719211823,0.03495865589356743
ATSC1dv,327.06924888852575,293.9827885317749,245.42979128024342,381.46512776848397,3.771887465114071e-21,259.81173611111103,359.1820621137878,350.2485368875219,268.0129553421735,430.73891876189083,6.61936460161577e-15,231.62335897498113,0.034293337750275155
ATSC2dv,257.06159092809406,244.27143662623436,198.1092245774094,303.97086037498303,1.1088611202478187e-10,214.19350238700483,269.4910400423203,255.51859864190854,198.2290457063333,334.60200070844706,7.786096957978144e-07,197.50266998932005,0.02754602038489243
ATSC3dv,73.93163470408092,99.16838732645066,-6.198668443051661,176.17444128890543,1.753237628948323e-13,264.1052631578947,66.72544773269735,90.40539693841225,-37.3092647743364,183.41893547871481,6.315662382970431e-10,192.07971559610752,0.005681683583183903
ATSC4dv,-19.222810192123635,1.8579024879770834,-88.43993771568782,66.33992628285263,7.927810667605639e-13,80.97455315215927,-20.530044063342807,0.2959615432265934,-102.59588149322816,73.42975891969192,5.520385019382906e-10,191.66973234002285,1.5998527520767325e-05
ATSC5dv,173.53932702207217,155.0295054383752,85.37662128737762,247.32425678088038,9.981531414131127e-18,194.59044995408652,173.4265211183982,144.50303742896324,71.21399124944783,249.66386378828486,7.197150006017339e-16,21.96831612673559,0.07065335839431489
ATSC6dv,-436.7290971303929,-458.99539776462865,-559.5838130372472,-331.2465702479339,4.70391648341396e-09,-665.7537021764855,-502.44563245080536,-522.0726530612245,-641.0667085257,-384.9021571851588,4.704639844037507e-08,-640.7814168743323,0.9546123982612973
ATSC7dv,-395.61340632325386,-396.08781555865454,-479.7058525220789,-303.0436837662468,0.006130000474370111,-403.39619444086264,-427.9796002419542,-416.86030738905555,-546.48300525839,-335.5003490827323,2.382572647548598e-05,-739.1152263374486,0.0006072037478304643
ATSC8dv,104.0838246051215,90.10762804948541,12.52225534884869,183.09046954766075,7.67059317871973e-11,-50.5531034482759,142.2955768824193,128.8249283950617,51.8880509667387,221.76941518556492,1.3092035961087365e-08,123.51068941250702,0.2250905643117448
ATSC0d,172.09072131302182,157.32867132867133,131.82861445783132,204.8647147457677,5.244932985924345e-22,117.48130841121498,189.13987150037812,181.0,143.1043629259822,226.28896604294292,1.2124044370868361e-14,111.98029556650248,0.010212455278677894
ATSC1d,50.12990968980909,47.561470461084376,38.67732876989594,57.88368313594967,1.6532081255373938e-17,33.65022421524664,54.79878244785067,53.94630933351474,41.3374111918078,65.12822667952418,2.1544024195802204e-11,32.528657885368474,0.0001558648626323247
ATSC2d,-22.749369501590685,-20.182945475459068,-29.838665627002378,-13.90359220629861,8.193126448686462e-19,-37.70655685695598,-26.5675895055555,-24.627151489257812,-34.25,-17.35781482301367,4.621712156391809e-14,-14.214311142755408,0.9959340955903035
ATSC3d,23.97436380211918,24.37596197374378,16.343046686093373,31.80882290248,6.595301127292833e-07,16.280308323871072,24.387246206963976,23.391697896337455,13.722833445982713,33.32923608087911,7.056774348276473e-10,31.426120507656087,8.831423563274954e-07
ATSC4d,12.347225878102746,12.178866587957502,7.420050076233089,17.429863902280957,5.255638688159947e-13,8.291932966706307,11.96522967380243,11.5,6.419316925105518,17.149550921476617,2.6409121012156213e-11,3.7056953578101863,0.08573668992123569
ATSC5d,-11.269074126525133,-12.465189289012033,-21.318467581803798,-0.9559289086325591,6.966984920244445e-05,-24.16529590379859,-13.496814752441143,-14.847734449046701,-23.743876666324685,-3.3816625326546577,5.1601725489254354e-05,-27.450217185566277,0.2523298239271379
ATSC6d,-17.599790229917534,-17.2744140625,-28.815827159394143,-8.79127357751662,9.110804433926126e-05,-23.57779008925826,-20.95201802550984,-19.640061258501902,-32.777430573061125,-9.939316062057294,0.13192244687155763,-52.07673599999996,0.0021211271744404174
ATSC7d,-32.10081226421885,-32.11332244886711,-42.62192979310838,-21.678121102889083,0.23190281128156948,-46.79904875148631,-36.61268291421895,-35.68977545848181,-47.94813371684359,-24.50384789638958,4.0897074247531834e-05,-71.0659062522717,0.019363668938945717
ATSC8d,-27.021309981412802,-26.737194647704023,-34.85669090455386,-18.70184711968197,3.864072049084866e-08,-52.20320268239103,-25.624995903064516,-26.171031437085553,-36.28552953383621,-15.150026230913845,6.876725768282662e-07,-36.47256820606615,3.5107787259627816e-11
ATSC0s,739.9659530204704,657.5780228758172,522.965250965251,882.0752517555552,4.241116979089324e-24,482.7052815146986,805.0629068358302,742.8228228228228,577.6183233226927,974.6022162642055,8.26478197007434e-19,501.0964360587002,0.15717351107277716
ATSC1s,-52.92689010366411,-48.64878319460957,-64.41833855793254,-37.983891318332255,6.052414018943258e-23,-44.21890804008071,-55.92701900892664,-50.73734505479992,-70.18427773128303,-40.22073247523907,5.284053223112991e-18,-33.239723792806835,0.48255593058102997
ATSC2s,121.71374950862841,107.84157228854203,81.70463949868797,146.4653871326941,7.479880522485326e-25,58.45143033874094,128.50362837649675,119.67589215898472,93.82124751140665,154.60606895762223,2.0050897881902315e-18,77.45309718761123,0.1475422498146672
ATSC3s,-82.74399936662017,-66.51681510975807,-114.75000474166954,-31.98514161796045,4.956285531787458e-23,-86.61761940190547,-94.93292581819388,-78.00892363234054,-132.76235825075014,-41.50152725529419,1.0229600724731722e-21,-33.58614016355651,0.3298880818711555
ATSC4s,-251.22651820219724,-224.9023025083206,-309.47947042449255,-168.50056367231332,1.5124106630372637e-23,-179.15108108168494,-271.93301352041107,-256.325697765935,-344.4459032362376,-186.6591533618668,6.708823564632285e-13,-100.57844564698648,0.06212726030399197
ATSC5s,379.21352973000467,331.78372426339433,268.3214172688851,476.35059792450204,2.445593278965093e-21,253.48683130229048,424.0513512064503,401.5119358542738,307.9729208230364,517.7756885155443,2.1490247563847858e-13,311.4458087634579,0.18026729560770077
ATSC6s,-232.943519511863,-228.59331790123463,-278.88100159968394,-178.8742882356555,2.8546718417616165e-13,-291.1898084291188,-268.6438328191533,-267.5160087073347,-317.8114625861661,-217.5624493547581,6.422554656578051e-05,-259.08723350616503,0.8581313938553256
ATSC7s,-324.7478417654614,-290.0939963232042,-396.94382072506124,-234.2210103108297,3.506602692281171e-20,-290.0939963232042,-363.12756718270765,-351.5176767676764,-434.3092472745441,-273.65261979620453,4.847220616485735e-12,-350.25931614261583,0.6545603857186126
ATSC8s,395.5566858712268,351.7246977453946,275.2135819342295,478.6988990621655,2.5072258388219913e-21,336.7260919540231,448.9136291905444,432.20741534705024,326.7945359637663,548.4115444903516,2.7333739455714065e-13,253.0551364475689,0.5784269633591455
ATSC0Z,2508.0795140518258,2255.3513513513517,1889.6541211101767,2924.1904233556397,5.404551994590968e-23,1857.1833333333332,2776.5819684047096,2678.2693409742124,2028.2672763375003,3281.5136974569205,5.605868467145427e-16,1576.5418719211825,0.0012099707280292782
ATSC1Z,-43.09915399698664,-35.31555880204546,-51.08169555148243,-19.96532299439358,3.7130751881001764e-29,-37.30193905817185,-57.66589538973221,-37.44545168577904,-65.69176524659603,-19.131853006998703,6.549504591148644e-32,-30.322453832900724,8.759781089523665e-09
ATSC2Z,113.00192621469448,126.82889335313129,26.31865774719666,195.96923178637272,4.03435995689928e-07,-146.91928465063836,116.0366090150752,145.5841421788296,48.66532003534929,208.25383192721563,1.3053413504949199e-15,201.95775194739002,0.04150575752863555
ATSC3Z,27.907288706042056,38.14557629115251,-83.80036807441026,149.4115505689857,1.1185837914368235e-06,332.5263157894737,-3.1120301332720945,-4.491871103082454,-127.51491406291342,107.38075099320773,0.10146664788394943,-285.42240587695136,0.5237665088362398
ATSC4Z,163.20588766506336,175.1243551784136,-11.047380768094712,359.2179046750483,0.005385788127365891,326.09472222222223,221.48043287341437,194.60724698042497,40.23851823223947,397.82643979288446,2.877605737038198e-06,611.8667766749985,0.2577259147365661
ATSC5Z,499.79470654794443,474.3379604591072,352.36504161712264,632.5062833060108,7.231103409341992e-15,326.0896257716824,544.3152715174366,498.7733077630909,379.42817254442025,692.4405984237092,3.903894740191406e-13,323.10039159843325,0.15927191357189124
ATSC6Z,-432.5509947867943,-459.03269538948956,-608.0097677931551,-292.1608053360902,1.0769587976729193e-10,-554.089179548157,-516.2624534498801,-552.3101298701299,-681.0573861810149,-372.6012832057468,7.81638025587114e-11,-724.1965112139553,0.3233210743121907
ATSC7Z,-687.1728210889715,-680.5379394853429,-848.2878505455271,-517.9056306277162,0.00035870174439462906,-750.0692520775629,-750.139476242506,-731.7086380674721,-971.291919371238,-551.6255016127266,0.0017346194568387486,-762.802776788893,0.012072232727913596
ATSC8Z,88.33014987436427,76.52933673469364,-90.59856756048555,244.28968954801803,8.229348476871303e-06,-155.58068965517208,93.1076467823985,76.95652214128812,-67.60386630814193,242.73955349610742,0.0007303545631893015,-320.50891632373134,0.4969914265112282
ATSC0m,11832.997885723576,10680.564935443297,8914.863080121922,13832.947799430913,7.312234918463676e-23,8021.4264890582945,13070.94056460912,12545.19982643478,9609.410790918086,15473.900470508132,1.1523150183650458e-15,7461.104200748769,0.001879383769155977
ATSC1m,-176.17211032589614,-144.47660251057692,-214.30617586546293,-73.14404371102118,2.8685944883050835e-28,-388.4697437446799,-237.39145108462012,-155.4649605696566,-269.0837272462501,-67.38231801824885,1.6834098830522267e-31,-133.3648318583806,1.8117651135533042e-08
ATSC2m,459.3614255920568,517.1740974715739,64.3362223778584,833.2123347513235,3.034183105378848e-07,-676.8443634067423,474.61397281559323,609.9130035955698,153.45551570306893,914.6309731125275,1.4287303481379745e-15,902.2994394850159,0.05193908857211379
ATSC3m,93.23376527396866,151.4427899952264,-427.4385848138684,665.5390708169052,1.4139928062868874e-06,151.4427899952264,-63.56183078277604,-64.67446409461455,-641.6863825332622,444.464676052417,0.09318813004805113,-473.2140767346033,0.4516163618246871
ATSC4m,869.6663677053511,922.014814789657,29.794516285802178,1806.1193331619331,0.006554815634488591,-1224.722819924044,1143.098947875655,1013.6965069648429,264.1170522582496,2002.7402405248095,1.648446085220383e-06,3646.940060205945,0.20287404250417201
ATSC5m,2290.9689706645304,2183.059125850474,1607.4916047059949,2908.82085945999,6.840525245769761e-15,2061.902125920951,2489.3954373070887,2298.3084608906074,1726.6587733525143,3159.9212815983647,8.66477434452513e-13,1201.057952767022,0.11829988025460507
ATSC6m,-2023.4351886273414,-2146.99222360397,-2841.4760604595485,-1367.906781883656,8.573543769851704e-11,-2572.6376633149985,-2411.5522108866535,-2584.422030335837,-3202.8710104208335,-1738.6004527481214,6.70415802247826e-11,-3368.3885032138674,0.3101566836590478
ATSC7m,-3150.437323217197,-3143.1006315870204,-3908.5240576364968,-2374.3472857470706,0.00038553811820141116,-3465.612895661658,-3442.3605330772525,-3368.7880227600454,-4494.919140243668,-2514.8007442413755,0.0014922167392513014,-3332.574520817007,0.01516486431727977
ATSC8m,325.55135966834246,267.15442390542916,-502.4241973793522,1043.528294264085,2.659621203448472e-05,-482.62446726064866,339.49780492490856,290.9018409619131,-414.94504318821754,1043.7240244842483,0.003869346614410892,-1681.1873334261709,0.3405078141959098
ATSC0v,14618.478781563947,13431.875508749667,11346.566343093606,17253.632995482836,1.0270340208535287e-21,13293.492723277905,15971.379894113938,15573.142205311111,12245.124507809167,18828.845258755813,3.630404354188839e-15,9360.219987657301,0.002938845864434762
ATSC1v,416.14499897815307,344.4317536136569,208.04420505326635,566.649607346176,1.2798346696968e-19,363.33339440401096,414.45940332421,367.88006062142057,217.15221950291823,576.2482738032022,1.3242417219497173e-14,-49.48203353833432,0.5364557205539984
ATSC2v,-2471.278555650054,-2208.8512038671947,-3026.6503409708193,-1728.8120067432842,3.142262642693411e-21,-2091.3726958710345,-2613.9219727290174,-2451.5524082527736,-3248.4708915685956,-1702.8785073730578,1.7237982023394324e-16,-933.3228323863012,0.0011426633138084269
ATSC3v,-1082.065237766904,-1045.951750657225,-1686.474126647945,-515.57173531256,2.6065793909924443e-05,-1092.2262625373914,-1458.8224351788022,-1479.0918680528928,-1939.9464389775194,-937.8174379105125,0.0014439052538732884,-2284.771223171757,0.0013398327933147496
ATSC4v,3171.2544172865014,3067.7712241052373,2049.3434083839584,4257.821092679698,0.07907479341514495,2966.816898210965,3516.5034169095898,3362.7238242958665,2287.5423644877783,4642.779236616867,1.474347456165696e-09,4825.667993303045,0.0694152677066964
ATSC5v,1032.0086345696964,995.6629789578794,459.11167784132635,1585.5040098006425,1.3611010250148953e-06,162.12396765193148,1063.8908868394612,993.9610105404495,415.237530327778,1633.1685742451293,5.238673792786164e-05,-180.6242473741147,0.04315456756444625
ATSC6v,-1115.7525458284622,-1229.9915868495696,-1777.5254902199674,-474.39973545357816,2.219808982682746e-06,-1390.5503777477632,-1296.3200889811924,-1357.9661215975464,-1924.4203657119283,-646.7644187086082,3.458186266740135e-07,-1592.7691714569726,0.24861344462833165
ATSC7v,-918.2521437572774,-1059.4913650434898,-1816.9917789254246,-102.4120778451099,0.0054794785421753795,-2973.617415597674,-1095.1073888055616,-1211.1226877961865,-2032.5336159652202,-223.13793884084012,0.0031923375502360156,-1297.1229229656205,0.47543987278954947
ATSC8v,-1776.4092164243084,-1690.6958335010925,-2570.174621172476,-983.4312924398669,3.863544182020786e-11,-3357.4677957136237,-2061.5784306671867,-1966.702394148213,-2963.686820119221,-962.935237716609,2.980176129366957e-09,-3370.7961304947003,1.1337647388792154e-06
ATSC0se,27.487253147905463,24.35717243749999,19.757659771306617,32.65053346845794,8.050871702062782e-24,19.969298530303025,29.947504724098525,27.782495967426705,21.437973681168938,36.06603398526824,1.5422721890163793e-18,18.595320748768465,0.09868747218073534
ATSC1se,-3.288023030972224,-2.9150220604225736,-4.099789606020009,-2.2186526845125663,1.628361426810019e-22,-2.3115285663888807,-3.5199630092291425,-3.134197037037013,-4.376360308694988,-2.3602517142247175,4.852692641409779e-19,-1.7908265578878335,0.05764558673241687
ATSC2se,8.127384684518248,7.424180144780188,5.841597018505746,9.428701400103982,8.465768085880306e-23,5.008809186409549,8.754039603691767,8.3775861512811,6.762367963632936,10.186366909773518,1.199849191846776e-16,5.483432247063009,0.35394044504288247
ATSC3se,3.600214283325543,3.7956056334533748,2.5791066030043,4.807173510127859,1.66937897985001e-11,2.469637870419738,3.9559955096839787,4.1067645591729205,2.691041838551672,5.4673079250474,0.00045815808640341986,4.270853600524164,0.00019060583089359378
ATSC4se,-12.744811399275427,-11.316796840664752,-15.84330375102866,-8.746377046785856,3.7160052910906175e-22,-8.931467904281195,-13.654601559021382,-12.979325000522792,-17.421171247375437,-9.437421459975864,2.1296834615864394e-12,-4.141990885724444,0.036797221391183514
ATSC5se,11.4132315574816,9.832844596388922,7.945212578208683,14.411604439596417,2.1695923978079065e-21,7.8762950375032785,12.573968424985003,11.494139109756567,8.764526124774589,15.823705881648294,4.489836558136516e-16,8.314643679681657,0.42559737646504514
ATSC6se,-4.481076498410833,-4.768355163243323,-6.244130860293016,-2.99341351101893,8.120591803998249e-11,-6.741741635900278,-5.529025967672735,-5.7730555206611305,-7.231329991026052,-4.021921832799357,2.937005404175513e-08,-8.255251731126656,0.0543080529012234
ATSC7se,-16.529662702807347,-14.620516270597145,-19.990825005727537,-12.144684680547051,3.522021666579657e-21,-13.638055050637123,-18.233346095985393,-17.854707097728184,-22.139609467674823,-13.389111212618861,2.846824493307966e-15,-13.47311248203059,0.2527833042514212
ATSC8se,11.47623577338143,10.048475914610657,7.699429174460484,14.520173426332343,5.736906312899351e-19,5.402969666385631,13.033024247925843,12.498465696145155,9.18160241648329,16.053169344059278,1.607000807227326e-12,9.547302613029562,0.6691498813084826
ATSC0pe,42.327028535689564,37.79483636363635,31.308845591731256,49.89820204620091,2.6330569028933642e-23,28.0165644859813,45.9809328268477,42.70242572254334,33.42511313158761,55.22572637704262,1.016813523931535e-17,28.14115763546797,0.08282514592720043
ATSC1pe,-4.295859126627055,-3.8216674361341876,-5.407665402645291,-2.881659627350504,2.7510778985997623e-22,-5.7940814579569775,-4.512821220985504,-4.081543515802719,-5.755956233109261,-3.0105807818850714,4.156112148617383e-18,-2.1258901744393013,0.1034242390076319
ATSC2pe,11.832602863031319,10.85752198685172,8.530070187788745,13.758423658018543,1.6478367868827964e-21,7.2781284536605115,12.856434314020767,12.1130057039239,9.747091790515142,15.01973196571197,2.1971668408270737e-15,8.19879684534932,0.3262341858806558
ATSC3pe,5.566907514405598,5.828842371227897,3.7206795043183005,7.698711232037429,4.479530401489339e-09,4.147457505115018,5.881707055736338,6.013336511005375,3.5012405604811336,8.533451937500015,0.00043656152851374955,6.361052402990394,0.0032804407436149833
ATSC4pe,-14.121434349682332,-12.927842617852232,-18.14959035580771,-8.90367846100094,8.555736569801744e-19,-10.462025984251968,-15.050691275530497,-14.619034497844783,-20.250169630929456,-9.37695664458581,1.7739512919805365e-08,-14.79284688449375,0.0071651415848942536
ATSC5pe,14.753951638487221,12.871671634349077,10.534051258271319,18.33360558089127,5.038345006473888e-19,8.391924486178663,16.105885284122422,14.733633455076736,11.456616731488982,19.79536031641566,6.882727964886163e-16,10.8333273532481,0.9054411395125949
ATSC6pe,-7.411960781689574,-7.965433819864681,-10.453982666715255,-4.985565942246945,1.30942179788629e-10,-10.559684254847571,-9.08321112722446,-9.508438641451388,-12.07759948140664,-6.4998707405156075,2.7078173304741856e-09,-14.991055784976846,0.18026643641668577
ATSC7pe,-23.21708016213656,-21.05470277960403,-28.224814625273908,-17.220632256721874,2.3277666406095895e-17,-20.655776254847574,-25.622017186047778,-25.372468656288966,-31.027541100811867,-19.009648851150754,1.6945126178349486e-11,-20.662339658241358,0.13767551028111247
ATSC8pe,13.089798846240488,11.416839618014283,8.210517251588222,17.639674076437483,1.0335866978976795e-16,4.705638086295782,14.970974554762764,13.712800000000016,10.04134696259105,19.072821474457054,9.447096714374544e-13,8.248875000000009,0.42783934455963846
ATSC0are,45.37828197934503,40.46925724381623,33.34217513513512,53.5618678551751,2.1806458875930004e-23,33.7316693181818,49.30595314172921,45.82950065359475,35.73929318262812,59.43887598977013,7.336515298976961e-18,30.17271625615762,0.08550801883420754
ATSC1are,-5.253993004014979,-4.696339555555522,-6.605936469767961,-3.550508523928624,2.299907425573191e-22,-4.181621476146479,-5.5226948484731695,-5.005060869565186,-6.998908815290173,-3.6991167287367617,6.723758792279682e-18,-2.7397472105607896,0.1358476167861806
ATSC2are,13.531026374603158,12.352493181952667,9.750890239664589,15.735700003901254,7.29986151950173e-22,10.313399999999994,14.710698162358202,13.985749451073401,11.248080229317516,17.240102466349754,1.6651477426577843e-15,9.078365284282556,0.4299677272095582
ATSC3are,6.849239886192575,7.191477177514808,4.917702464193773,9.215505581351017,3.1917751879330078e-09,7.576295793199135,7.3715450269975,7.554432346058961,4.875462686870378,10.174189431349134,0.0002466316781880236,7.443283918561482,0.0008923028243403658
ATSC4are,-18.25270714565004,-16.64578127156089,-23.009648710736062,-12.17748137775975,4.4014062893168644e-20,-12.258734694041697,-19.600689929053342,-18.733374820649647,-25.266533126649364,-12.671114158708775,3.2362546512282134e-10,-5.078370006551963,0.007049756817334659
ATSC5are,16.092162593746632,13.964379338843022,11.332911557334736,20.32135953384408,1.1207191907516427e-19,9.411076376598169,17.58682901558128,16.087838650000013,12.292606326598552,21.79358938135142,9.25835738946826e-16,11.736951355286491,0.8108524901949288
ATSC6are,-6.95514825392575,-7.370906184562878,-10.062520362502228,-4.363430670155587,8.299004741601858e-11,-10.483687566635794,-8.615747927857239,-9.096368887741068,-11.59597451178538,-6.046253013376642,1.8843302946278043e-08,-13.706522526632494,0.19030548645973888
ATSC7are,-26.185540662498298,-23.4059572525264,-31.858915039970846,-19.249762799171776,3.788621878925086e-19,-17.39892232696276,-28.955972462320556,-28.528237734244758,-35.164017705065,-21.383715430357785,1.9762803546782488e-13,-22.4736123620505,0.11054778202054116
ATSC8are,15.470400404362989,13.566744049940574,9.920187338567349,20.479478721108162,1.3514072956605425e-17,5.816664928514659,17.66757379799589,16.517047293277827,12.175054319822912,22.151782868488336,1.0409811007413947e-12,13.508192414278442,0.5425327635889678
ATSC0p,65.17518480771086,59.36868672433128,49.889865266257374,76.81891485924999,4.656876888471595e-22,43.578788799334745,72.37686476241782,70.48686553349748,54.971623743842876,85.66461621233455,3.3136360106836225e-14,40.56952003821186,0.00017928918362629346
ATSC1p,1.3548408453123357,1.0633966201524974,0.2637893110313882,2.231476477575146,1.0690666227963213e-14,2.1643916407105555,1.0251900150855433,0.7275588079717289,-0.17991305777955624,2.012323554597452,7.528510002463249e-13,-0.9568597980230665,0.612899650742606
ATSC2p,-16.252909828196774,-14.547166473861978,-19.581804163621268,-11.649959283436537,1.832178898631051e-21,-13.126219264050718,-17.480078784690207,-16.951042709606934,-21.06528456095535,-11.763344103596518,7.566907246794459e-17,-7.742323058503412,0.0006675821661717328
ATSC3p,-5.359162254350077,-5.2818681584643645,-7.771618410635297,-2.939153869167683,0.05460943873658807,-7.138307570939405,-6.7177972453456825,-6.874785553841145,-9.260968768609416,-4.1498809881513505,0.1633135360553467,-12.489735484927003,0.5695608939768468
ATSC4p,8.37003145170541,8.260368721035764,4.5499615150424955,11.896311014868905,0.0013857737684230915,8.910374816839717,9.057118772657654,8.45898873080019,4.923073037475284,12.580678116713347,7.493000180216812e-10,16.57414057149628,0.02290763548070496
ATSC5p,1.8229452035574578,1.575351814884523,-0.870593377208847,4.454092336633471,3.399247376447899e-05,6.273877672329069,1.9776705060316235,1.9270464093101987,-0.5083788011144279,4.318595164045961,0.00046918047482032355,-4.575102095079535,0.9451701827062555
ATSC6p,1.652534373960842,1.884237723373398,-0.34573242228656004,3.4997546183552766,1.2588880017497198e-05,-1.1303869317953419,2.2155492958358067,2.1267392673838277,0.09852504903858858,4.291803641675042,0.5348541997743907,0.9337928835631941,0.06994042211112211
ATSC7p,-1.0322149530439406,-1.109524939744457,-4.9316580225719235,3.297520101617076,5.988760798985635e-07,-10.506021216525715,-1.9419671661133766,-1.2644253723964742,-6.0917521302887465,2.3745984599657506,1.5123387755550732e-05,-2.2965181039050884,0.17739324362842201
ATSC8p,-7.655765500254428,-6.942443640441108,-11.10463457995463,-3.9328098599097707,1.2459501746003384e-13,-14.485017238346972,-9.165496368549215,-8.363232920156118,-13.468821726596834,-4.185100811002315,2.700571639254955e-09,-18.026207398963958,1.3241343530400626e-08
ATSC0i,431.8848693621661,396.2147511436112,329.9608087390637,516.7257405273403,6.901509851434262e-22,295.5639548601205,472.86369908834735,462.09259036242923,356.8364142237666,565.6100812153223,4.6429011750564566e-14,263.49684395902347,0.004658276837480222
ATSC1i,-29.949825271416998,-25.81673089689736,-44.48981483951603,-15.452352413019856,5.96582332814973e-08,-44.67472767570598,-35.73755487862353,-32.304519552714815,-51.01097347125247,-18.96266673802627,1.555055129045684e-07,-31.900982155685057,0.04189779565516893
ATSC2i,-127.22987759540374,-114.23433607038476,-154.57047889775956,-91.01439213735618,6.32672103828709e-17,-102.78725330815104,-134.98292716069386,-124.35155453776599,-172.00250569271049,-90.66043862569242,1.3030320898171612e-12,-86.92530892209925,0.004419275719049547
ATSC3i,43.708274656676274,40.143624917427275,18.743641376328682,61.468155185314004,8.065379967190435e-16,9.377356656204563,48.98932685523732,42.63337512495056,22.077402832934595,73.46379935391104,3.996597601223397e-11,54.28070637114002,0.0001410204888384603
ATSC4i,-32.19255588242992,-30.852438176497063,-43.96181632352696,-16.986184804114387,5.434383289266095e-14,-44.320561886065576,-39.001181796006975,-38.54338077981197,-54.11411025121281,-22.091610793375715,0.0010744352312363622,-67.81608097222295,0.0009877473924481933
ATSC5i,-45.437356368780634,-44.27317908068238,-63.74435547287146,-25.814087098730553,9.128393489194585e-11,-69.40693319911794,-48.520896833379716,-45.427734994550434,-63.64538161092902,-28.462928393613918,7.545416261707723e-11,-55.004647037348896,0.8802425915421617
ATSC6i,125.66212360816856,116.98368396937374,96.0317874430396,147.81133808162872,7.324456488075773e-19,77.11019127065104,141.4369383612995,133.23554690696523,110.0608002782365,169.46356454661586,3.343406758849271e-12,129.78309535949623,0.06699021321401206
ATSC7i,-18.307103449525037,-16.795003358585216,-40.97693872920073,5.151218755388429,2.5808655317287967e-11,-49.94961567191124,-31.064405754086337,-30.119159675983113,-55.08512434633277,-6.5475697331308735,9.234025286056435e-10,-33.03899149786863,0.01412897568991003
ATSC8i,-71.07299788985279,-68.39378644674032,-93.70472695021607,-43.60313468898774,2.741819338138348e-13,-113.18851330332296,-79.30097012507754,-77.57738809017474,-108.03304296661989,-47.36964292260631,1.5065881385049049e-05,-117.38492033851254,6.460410180287943e-05
AATSC0dv,3.7305119871816763,3.7282183663910944,3.5859026989256706,3.876416816216224,0.12286166408595628,3.4164370982552796,3.759997134454422,3.764663360754095,3.638117283950618,3.883668913183211,0.00014036655378037827,3.7465116843407995,0.28047349999920623
AATSC1dv,1.0360912636203614,1.0480774579641394,0.9762088011234332,1.111630862689724,9.636040064118195e-10,1.0241558995021591,1.047861362647185,1.058943475015611,0.9846729155978622,1.1250863771039215,3.535465155375465e-10,1.146650291955352,0.01987793420195988
AATSC2dv,0.4521348061093329,0.4791344135653249,0.3923591773131675,0.5262637970623605,7.9101167276976445e-19,0.4636222995389715,0.4354654253469991,0.4612165450121656,0.36649114343961486,0.5106391181381451,5.953689322046235e-15,0.5064171025367181,0.8951171496847579
AATSC3dv,0.10100655055905967,0.13030896221311,-0.00688239210370372,0.23874418226295313,6.844870712494693e-13,0.34750692520775617,0.08310000300289432,0.10049113200016323,-0.03684189433033126,0.22710534210741146,3.5822192014458557e-09,0.36037470093078333,0.41373403407079856
AATSC4dv,-0.014598669786548087,0.0020473699666181326,-0.09211741486335676,0.07475679751015758,5.665172250071597e-09,0.0968817979358517,-0.010587691299679793,0.00023695880162257277,-0.10101039807756237,0.07969856147612478,1.4150547380663413e-08,0.3081506950804226,0.021862069302490683
